mrp;price;product_category;rating;review_count;silicone;cotton;nylon;modal;polyester;spandex;elastane;rayon;viscose;polyurethane;metallic fibers
65;65;Bras;4.5;583;0;89;0;0;0;11;0;0;0;0;0
65;65;Bras;4.5;583;0;0;90;0;0;10;0;0;0;0;0
15;15;Panties;4.2;65;0;0;100;0;0;0;0;0;0;0;0
15;15;Panties;4.2;65;0;0;100;0;0;0;0;0;0;0;0
15;15;Panties;4.2;65;0;0;100;0;0;0;0;0;0;0;0
60;60;Skin-Tone Lingerie;3.7;48;0;0;100;0;0;0;0;0;0;0;0
36;36;Skin-Tone Lingerie;4.7;15;0;0;80;0;0;20;0;0;0;0;0
36;36;Skin-Tone Lingerie;4.7;15;0;0;80;0;0;20;0;0;0;0;0
13;13;Panties;0;0;0;0;80;0;0;20;0;0;0;0;0
13;13;Panties;0;0;0;79;0;0;0;21;0;0;0;0;0
60;60;Skin-Tone Lingerie;4.3;118;0;79;0;0;0;21;0;0;0;0;0
60;60;Skin-Tone Lingerie;4.3;118;0;79;0;0;0;21;0;0;0;0;0
60;60;Bras;4.5;106;0;0;82;0;0;18;0;0;0;0;0
60;60;Bras;4.5;106;0;0;82;0;0;18;0;0;0;0;0
30;30;Bras;0;0;0;0;86;0;0;0;14;0;0;0;0
30;30;Bras;0;0;0;0;86;0;0;0;14;0;0;0;0
30;30;Bras;0;0;0;0;82;0;0;18;0;0;0;0;0
30;30;Bras;0;0;0;0;82;0;0;18;0;0;0;0;0
38;38;Bras;4.3;39;0;0;81;0;0;19;0;0;0;0;0
38;38;Bras;4.3;39;0;0;81;0;0;19;0;0;0;0;0
38;38;Bras;4.3;39;0;0;81;0;0;19;0;0;0;0;0
38;38;Bras;4.3;39;0;0;65;0;27;8;0;0;0;0;0
48;48;Panties;0;0;0;0;65;0;27;8;0;0;0;0;0
48;48;Panties;0;0;0;0;65;0;27;8;0;0;0;0;0
62;62;Sexy Lingerie;0;0;0;0;65;0;27;8;0;0;0;0;0
62;62;Sexy Lingerie;0;0;0;0;66;0;0;16;0;14;0;0;4
46;32.2;Bras;4.4;21;0;0;66;0;0;16;0;14;0;0;4
46;32.2;Bras;4.4;21;0;0;66;0;0;16;0;14;0;0;4
13;13;Skin-Tone Lingerie;4.3;12;0;0;66;0;0;16;0;14;0;0;4
13;13;Skin-Tone Lingerie;4.3;12;0;96;0;0;0;4;0;0;0;0;0
13;13;Skin-Tone Lingerie;4.3;12;0;96;0;0;0;4;0;0;0;0;0
13;13;Skin-Tone Lingerie;4.3;12;0;0;61;0;0;39;0;0;0;0;0
13;13;Skin-Tone Lingerie;4.3;12;0;0;61;0;0;39;0;0;0;0;0
65;65;Bras;4.4;61;0;0;72;0;0;0;28;0;0;0;0
65;65;Bras;4.4;61;0;0;72;0;0;0;28;0;0;0;0
42;25.2;Bras;0;0;0;0;89;0;0;11;0;0;0;0;0
24;24;Panties;0;0;0;0;89;0;0;11;0;0;0;0;0
96;57.6;Sexy Lingerie;0;0;0;0;89;0;0;11;0;0;0;0;0
56;56;Skin-Tone Lingerie;5;5;0;0;89;0;0;11;0;0;0;0;0
56;56;Skin-Tone Lingerie;5;5;0;0;89;0;0;11;0;0;0;0;0
56;56;Skin-Tone Lingerie;5;5;0;0;74;0;0;26;0;0;0;0;0
56;56;Skin-Tone Lingerie;5;5;0;0;74;0;0;26;0;0;0;0;0
33;33;Panties;0;0;0;0;76;0;0;0;24;0;0;0;0
78;78;Bridal Lingerie;0;0;0;0;89;0;0;11;0;0;0;0;0
32;32;Panties;4.3;8;0;0;43;0;48;9;0;0;0;0;0
44;44;Bridal Lingerie;4.1;12;0;0;43;0;48;9;0;0;0;0;0
30;30;Bras;4.7;19;0;0;43;0;48;9;0;0;0;0;0
30;30;Bras;4.7;19;0;0;43;0;48;9;0;0;0;0;0
30;30;Bras;4.7;19;0;0;100;0;0;0;0;0;0;0;0
48;48;Panties;0;0;0;0;80;0;0;20;0;0;0;0;0
13;13;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
36;36;Sexy Lingerie;0;0;0;0;100;0;0;0;0;0;0;0;0
36;36;Sexy Lingerie;0;0;0;0;100;0;0;0;0;0;0;0;0
36;36;Bras;1;1;0;0;100;0;0;0;0;0;0;0;0
36;36;Bras;1;1;0;0;100;0;0;0;0;0;0;0;0
50;50;Bras;0;0;0;0;75;0;0;0;0;25;0;0;0
50;50;Bras;0;0;0;0;92;0;0;0;8;0;0;0;0
34;34;Skin-Tone Lingerie;4.6;16;0;0;92;0;0;0;8;0;0;0;0
34;34;Skin-Tone Lingerie;4.6;16;0;0;100;0;0;0;0;0;0;0;0
34;34;Skin-Tone Lingerie;4.6;16;0;0;100;0;0;0;0;0;0;0;0
29;29;Panties;0;0;0;0;88;0;0;12;0;0;0;0;0
39;39;Panties;5;1;0;0;88;0;0;12;0;0;0;0;0
39;39;Panties;5;1;0;0;0;0;100;0;0;0;0;0;0
22;22;Panties;0;0;0;0;0;0;100;0;0;0;0;0;0
22;22;Panties;0;0;0;0;0;95;0;5;0;0;0;0;0
22;22;Panties;0;0;0;0;0;95;0;5;0;0;0;0;0
34;34;Panties;5;4;0;0;0;95;0;5;0;0;0;0;0
135;135;Sexy Lingerie;5;1;0;0;100;0;0;0;0;0;0;0;0
13;13;Skin-Tone Lingerie;3.3;30;0;0;93;0;0;7;0;0;0;0;0
13;13;Skin-Tone Lingerie;3.3;30;0;0;93;0;0;7;0;0;0;0;0
48;33.6;Bras;0;0;0;0;72;0;0;28;0;0;0;0;0
48;33.6;Bras;0;0;0;0;72;0;0;28;0;0;0;0;0
13;7.8;Panties;0;0;0;0;72;0;0;28;0;0;0;0;0
13;13;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
13;13;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
78;78;Skin-Tone Lingerie;0;0;0;5;81;0;0;14;0;0;0;0;0
78;78;Skin-Tone Lingerie;0;0;0;5;81;0;0;14;0;0;0;0;0
25;25;Panties;0;0;0;0;68;0;0;0;32;0;0;0;0
46;46;Skin-Tone Lingerie;0;0;0;0;68;0;0;0;32;0;0;0;0
46;46;Skin-Tone Lingerie;0;0;0;0;86;0;0;0;14;0;0;0;0
25;25;Panties;0;0;0;0;86;0;0;0;14;0;0;0;0
56;56;Bridal Lingerie;0;0;0;0;100;0;0;0;0;0;0;0;0
65;65;Bras;4.6;114;0;0;100;0;0;0;0;0;0;0;0
65;65;Skin-Tone Lingerie;4.6;286;0;27;23;11;32;7;0;0;0;0;0
65;65;Skin-Tone Lingerie;4.6;286;0;0;76;0;0;24;0;0;0;0;0
65;65;Skin-Tone Lingerie;4.6;286;0;0;82;0;0;18;0;0;0;0;0
42;42;Skin-Tone Lingerie;0;0;0;0;100;0;0;0;0;0;0;0;0
42;42;Skin-Tone Lingerie;0;0;0;0;100;0;0;0;0;0;0;0;0
34;34;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
13;13;Panties;3.5;28;0;0;80;0;0;20;0;0;0;0;0
13;13;Panties;3.5;28;0;0;91;0;0;9;0;0;0;0;0
13;13;Panties;3.5;28;0;0;91;0;0;9;0;0;0;0;0
13;13;Panties;3.5;28;0;0;91;0;0;9;0;0;0;0;0
13;13;Panties;3.5;28;0;0;94;0;0;6;0;0;0;0;0
13;13;Panties;3.5;28;0;0;94;0;0;6;0;0;0;0;0
13;13;Panties;3.5;28;0;0;75;0;0;0;0;25;0;0;0
48;33.6;Bras;3.5;2;0;0;72;0;0;0;28;0;0;0;0
20;20;Panties;4.6;95;0;0;72;0;0;0;28;0;0;0;0
20;20;Panties;4.6;95;0;0;72;0;0;0;28;0;0;0;0
20;20;Panties;4.6;95;0;96;0;0;0;4;0;0;0;0;0
20;20;Panties;4.6;95;0;0;100;0;0;0;0;0;0;0;0
20;20;Panties;4.6;95;0;0;78;0;0;0;22;0;0;0;0
20;20;Panties;4.6;95;0;0;78;0;0;0;22;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.6;95;0;0;90;0;0;10;0;0;0;0;0
22;13.2;Panties;0;0;0;0;90;0;0;10;0;0;0;0;0
13;13;Panties;0;0;0;0;90;0;0;10;0;0;0;0;0
13;13;Panties;0;0;0;0;90;0;0;10;0;0;0;0;0
13;13;Panties;0;0;0;0;90;0;0;10;0;0;0;0;0
52;52;Sexy Lingerie;4.7;6;0;0;90;0;0;10;0;0;0;0;0
34;34;Panties;0;0;0;0;90;0;0;10;0;0;0;0;0
34;34;Panties;0;0;0;0;90;0;0;10;0;0;0;0;0
25;25;Panties;0;0;0;0;72;0;0;0;28;0;0;0;0
34;34;Skin-Tone Lingerie;5;1;0;0;100;0;0;0;0;0;0;0;0
34;34;Skin-Tone Lingerie;5;1;0;0;100;0;0;0;0;0;0;0;0
34;34;Skin-Tone Lingerie;5;1;0;0;100;0;0;0;0;0;0;0;0
40;40;Skin-Tone Lingerie;4.3;7;0;0;100;0;0;0;0;0;0;0;0
40;40;Skin-Tone Lingerie;4.3;7;0;0;0;0;100;0;0;0;0;0;0
98;98;Panties;4.4;10;0;0;0;0;100;0;0;0;0;0;0
98;98;Panties;4.4;10;0;0;100;0;0;0;0;0;0;0;0
15;15;Skin-Tone Lingerie;5;3;0;0;100;0;0;0;0;0;0;0;0
15;15;Skin-Tone Lingerie;5;3;0;0;100;0;0;0;0;0;0;0;0
15;15;Skin-Tone Lingerie;5;3;0;0;100;0;0;0;0;0;0;0;0
15;15;Skin-Tone Lingerie;5;3;0;0;81;0;0;19;0;0;0;0;0
63;63;Sexy Lingerie;0;0;0;0;81;0;0;19;0;0;0;0;0
55;55;Bras;0;0;0;0;90;0;0;10;0;0;0;0;0
24;24;Sexy Lingerie;0;0;0;0;90;0;0;10;0;0;0;0;0
13;13;Panties;0;0;0;0;93;0;0;7;0;0;0;0;0
13;13;Panties;0;0;0;0;93;0;0;7;0;0;0;0;0
13;13;Panties;0;0;0;0;93;0;0;7;0;0;0;0;0
68;68;Bras;0;0;0;0;93;0;0;7;0;0;0;0;0
68;68;Bras;0;0;0;0;100;0;0;0;0;0;0;0;0
68;68;Bras;0;0;0;0;100;0;0;0;0;0;0;0;0
38;22.8;Bras;0;0;0;0;83;0;0;0;17;0;0;0;0
36;36;Skin-Tone Lingerie;3.5;76;0;0;100;0;0;0;0;0;0;0;0
36;36;Skin-Tone Lingerie;3.5;76;0;0;100;0;0;0;0;0;0;0;0
13;13;Skin-Tone Lingerie;5;1;0;0;100;0;0;0;0;0;0;0;0
13;13;Skin-Tone Lingerie;5;1;0;96;0;0;0;4;0;0;0;0;0
35;35;Bras;4.1;28;0;96;0;0;0;4;0;0;0;0;0
60;60;Panties;0;0;0;96;0;0;0;4;0;0;0;0;0
15;15;Panties;4.6;126;0;0;0;0;93;0;7;0;0;0;0
15;15;Panties;4.6;126;0;0;82;0;0;18;0;0;0;0;0
15;15;Panties;4.6;126;0;0;82;0;0;18;0;0;0;0;0
15;15;Panties;4.6;126;0;0;83;0;0;0;17;0;0;0;0
15;15;Panties;4.6;126;0;0;83;0;0;0;17;0;0;0;0
15;15;Panties;4.6;126;0;0;71;0;0;29;0;0;0;0;0
15;15;Panties;4.6;126;0;0;93;0;0;7;0;0;0;0;0
15;15;Panties;4.6;126;0;0;93;0;0;7;0;0;0;0;0
22;15.4;Skin-Tone Lingerie;0;0;0;0;93;0;0;7;0;0;0;0;0
22;15.4;Skin-Tone Lingerie;0;0;0;0;93;0;0;7;0;0;0;0;0
22;15.4;Skin-Tone Lingerie;0;0;0;0;93;0;0;7;0;0;0;0;0
36;36;Panties;0;0;0;0;93;0;0;7;0;0;0;0;0
36;36;Panties;0;0;0;0;93;0;0;7;0;0;0;0;0
36;36;Panties;0;0;0;0;93;0;0;7;0;0;0;0;0
22;22;Sexy Lingerie;0;0;0;0;93;0;0;7;0;0;0;0;0
78;54.6;Skin-Tone Lingerie;0;0;0;0;72;0;0;0;28;0;0;0;0
78;54.6;Skin-Tone Lingerie;0;0;0;0;72;0;0;0;28;0;0;0;0
82;82;Sexy Lingerie;0;0;0;0;72;0;0;0;28;0;0;0;0
65;65;Bras;4.6;779;0;0;72;0;0;28;0;0;0;0;0
65;65;Bras;4.6;779;0;0;72;0;0;28;0;0;0;0;0
65;65;Bras;4.6;779;0;0;72;0;0;28;0;0;0;0;0
34;34;Bras;4;34;0;0;100;0;0;0;0;0;0;0;0
34;34;Bras;4;34;0;0;80;0;0;20;0;0;0;0;0
34;34;Bras;4;34;0;0;80;0;0;20;0;0;0;0;0
60;60;Bras;5;1;0;0;80;0;0;20;0;0;0;0;0
60;60;Bras;5;1;0;0;80;0;0;20;0;0;0;0;0
60;60;Bras;5;1;0;0;72;0;0;28;0;0;0;0;0
24;24;Bras;0;0;0;0;95;0;0;5;0;0;0;0;0
48;48;Bras;4.1;30;0;0;95;0;0;5;0;0;0;0;0
32;32;Panties;4.7;80;0;0;95;0;0;5;0;0;0;0;0
32;32;Panties;4.7;80;0;0;95;0;0;5;0;0;0;0;0
32;32;Panties;4.7;80;0;0;65;0;0;35;0;0;0;0;0
32;32;Panties;4.7;80;0;0;65;0;0;35;0;0;0;0;0
32;32;Panties;4.7;80;0;0;65;0;0;35;0;0;0;0;0
32;32;Panties;4.7;80;0;0;0;90;0;10;0;0;0;0;0
32;32;Panties;4.7;80;0;0;85;0;0;15;0;0;0;0;0
32;32;Panties;4.7;80;0;0;100;0;0;0;0;0;0;0;0
32;32;Panties;4.7;80;0;0;100;0;0;0;0;0;0;0;0
36;36;Panties;4.7;33;0;0;100;0;0;0;0;0;0;0;0
36;36;Panties;4.7;33;0;0;100;0;0;0;0;0;0;0;0
36;36;Panties;4.7;33;0;0;100;0;0;0;0;0;0;0;0
13;13;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
13;13;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
28;16.8;Bras;3.3;3;0;0;100;0;0;0;0;0;0;0;0
43;43;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
42;42;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
102;61.2;Sexy Lingerie;0;0;0;0;100;0;0;0;0;0;0;0;0
102;61.2;Sexy Lingerie;0;0;0;0;100;0;0;0;0;0;0;0;0
13;13;Skin-Tone Lingerie;4.3;44;0;0;100;0;0;0;0;0;0;0;0
13;13;Skin-Tone Lingerie;4.3;44;0;0;100;0;0;0;0;0;0;0;0
13;13;Skin-Tone Lingerie;4.3;44;0;53;0;35;0;0;12;0;0;0;0
13;13;Skin-Tone Lingerie;4.3;44;0;0;71;0;0;0;14;15;0;0;0
13;13;Skin-Tone Lingerie;4.3;44;0;20;66;0;0;14;0;0;0;0;0
13;13;Skin-Tone Lingerie;4.3;44;0;0;89;0;0;11;0;0;0;0;0
13;13;Skin-Tone Lingerie;4.3;44;0;0;89;0;0;11;0;0;0;0;0
24;24;Skin-Tone Lingerie;0;0;0;0;72;0;0;0;28;0;0;0;0
24;24;Skin-Tone Lingerie;0;0;0;0;72;0;0;0;28;0;0;0;0
22;22;Panties;0;0;0;0;72;0;0;0;28;0;0;0;0
22;22;Panties;0;0;0;0;72;0;0;0;28;0;0;0;0
22;22;Panties;0;0;0;0;72;0;0;0;28;0;0;0;0
38;26.6;Skin-Tone Lingerie;0;0;0;0;72;0;0;0;28;0;0;0;0
38;26.6;Skin-Tone Lingerie;0;0;0;0;72;0;0;0;28;0;0;0;0
28;28;Panties;3.7;3;0;0;89;0;0;11;0;0;0;0;0
28;28;Panties;3.7;3;0;0;89;0;0;11;0;0;0;0;0
52;31.2;Bras;0;0;0;0;0;0;93;0;7;0;0;0;0
60;60;Bridal Lingerie;3.7;48;0;0;0;0;93;0;7;0;0;0;0
48;48;Bras;0;0;0;0;22;0;0;78;0;0;0;0;0
18;18;Skin-Tone Lingerie;4.5;26;0;0;22;0;0;78;0;0;0;0;0
18;18;Skin-Tone Lingerie;4.5;26;0;0;22;0;0;78;0;0;0;0;0
18;18;Skin-Tone Lingerie;4.5;26;0;0;0;90;0;10;0;0;0;0;0
40;40;Bras;4.3;7;0;0;100;0;0;0;0;0;0;0;0
40;40;Bras;4.3;7;0;0;100;0;0;0;0;0;0;0;0
13;13;Skin-Tone Lingerie;5;1;0;0;100;0;0;0;0;0;0;0;0
13;13;Skin-Tone Lingerie;5;1;0;0;78;0;0;22;0;0;0;0;0
13;13;Skin-Tone Lingerie;5;1;0;0;78;0;0;22;0;0;0;0;0
32;22.4;Bras;0;0;0;0;78;0;0;22;0;0;0;0;0
32;22.4;Bras;0;0;0;0;81;0;0;19;0;0;0;0;0
38;38;Sexy Lingerie;0;0;0;0;81;0;0;19;0;0;0;0;0
36;21.6;Bras;0;0;0;0;91;0;0;0;9;0;0;0;0
59;59;Bras;0;0;0;0;91;0;0;0;9;0;0;0;0
59;59;Bras;0;0;0;0;91;0;0;0;9;0;0;0;0
59;59;Bras;0;0;0;0;91;0;0;0;9;0;0;0;0
98;98;Sexy Lingerie;0;0;0;92;0;0;0;0;8;0;0;0;0
98;98;Sexy Lingerie;0;0;0;92;0;0;0;0;8;0;0;0;0
48;48;Bras;5;8;0;0;83;0;0;0;17;0;0;0;0
46;46;Bras;4.2;38;0;0;72;0;0;0;28;0;0;0;0
46;46;Bras;4.2;38;0;0;100;0;0;0;0;0;0;0;0
20;20;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
22;22;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
22;22;Panties;0;0;0;0;85;0;0;0;15;0;0;0;0
13;13;Panties;3.3;49;0;0;85;0;0;0;15;0;0;0;0
13;13;Panties;3.3;49;0;0;89;0;0;11;0;0;0;0;0
13;13;Panties;3.3;49;0;0;82;0;0;18;0;0;0;0;0
13;13;Panties;3.3;49;0;0;82;0;0;18;0;0;0;0;0
13;13;Panties;3.3;49;0;0;79;0;0;0;21;0;0;0;0
13;13;Panties;3.3;49;0;0;89;0;0;0;11;0;0;0;0
13;13;Panties;3.3;49;0;0;89;0;0;0;11;0;0;0;0
62;37.2;Bras;0;0;0;0;0;0;0;5;0;95;0;0;0
20;20;Panties;4.7;94;0;0;0;0;0;5;0;95;0;0;0
20;20;Panties;4.7;94;0;0;0;0;0;5;0;95;0;0;0
20;20;Panties;4.7;94;0;35;0;0;65;0;0;0;0;0;0
20;20;Panties;4.7;94;0;0;81;0;0;19;0;0;0;0;0
20;20;Panties;4.7;94;0;0;81;0;0;19;0;0;0;0;0
20;20;Panties;4.7;94;0;0;100;0;0;0;0;0;0;0;0
20;20;Panties;4.7;94;0;0;89;0;0;11;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
20;20;Panties;4.7;94;0;0;90;0;0;10;0;0;0;0;0
44;44;Bridal Lingerie;0;0;0;0;90;0;0;10;0;0;0;0;0
27;27;Bridal Lingerie;4.7;3;0;0;90;0;0;10;0;0;0;0;0
60;60;Panties;0;0;0;0;90;0;0;10;0;0;0;0;0
13;7.8;Panties;5;1;0;0;90;0;0;10;0;0;0;0;0
13;7.8;Panties;5;1;0;0;90;0;0;10;0;0;0;0;0
90;90;Panties;4.7;7;0;0;90;0;0;10;0;0;0;0;0
15;15;Skin-Tone Lingerie;4.2;65;0;0;90;0;0;10;0;0;0;0;0
15;15;Skin-Tone Lingerie;4.2;65;0;0;100;0;0;0;0;0;0;0;0
15;15;Skin-Tone Lingerie;4.2;65;0;0;89;0;0;11;0;0;0;0;0
28;16.8;Bras;0;0;0;96;0;0;0;4;0;0;0;0;0
44;44;Bras;3.3;4;0;0;91;0;0;0;9;0;0;0;0
44;44;Bras;3.3;4;0;0;91;0;0;0;9;0;0;0;0
60;60;Skin-Tone Lingerie;5;1;0;0;90;0;0;10;0;0;0;0;0
60;60;Skin-Tone Lingerie;5;1;0;79;0;0;0;21;0;0;0;0;0
60;60;Skin-Tone Lingerie;5;1;0;79;0;0;0;21;0;0;0;0;0
39;39;Panties;0;0;0;79;0;0;0;21;0;0;0;0;0
62;62;Skin-Tone Lingerie;4.2;69;0;53;0;35;0;0;12;0;0;0;0
62;62;Skin-Tone Lingerie;0;0;0;0;43;0;48;9;0;0;0;0;0
62;62;Skin-Tone Lingerie;0;0;0;0;43;0;48;9;0;0;0;0;0
48;33.6;Skin-Tone Lingerie;3.5;2;0;0;65;0;0;35;0;0;0;0;0
48;33.6;Skin-Tone Lingerie;3.5;2;0;0;65;0;0;35;0;0;0;0;0
45;45;Bridal Lingerie;5;5;0;0;65;0;0;35;0;0;0;0;0
45;45;Bridal Lingerie;5;5;0;0;100;0;0;0;0;0;0;0;0
26;26;Sexy Lingerie;5;1;0;0;0;0;0;24;0;76;0;0;0
26;26;Sexy Lingerie;5;1;0;0;62;0;0;38;0;0;0;0;0
26;26;Sexy Lingerie;5;1;0;0;62;0;0;38;0;0;0;0;0
26;26;Sexy Lingerie;5;1;0;0;78;0;0;0;22;0;0;0;0
20;20;Panties;0;0;0;0;78;0;0;0;22;0;0;0;0
20;20;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
20;20;Panties;0;0;0;0;100;0;0;0;0;0;0;0;0
20;20;Panties;0;0;0;0;43;0;48;9;0;0;0;0;0
58;34.8;Bras;4.2;10;0;0;43;0;48;9;0;0;0;0;0
36;36;Bridal Lingerie;2.7;37;0;0;43;0;48;9;0;0;0;0;0
36;36;Bridal Lingerie;2.7;37;0;0;43;0;48;9;0;0;0;0;0
35;35;Bras;4.1;29;0;92;0;0;0;0;8;0;0;0;0
35;35;Bras;4.1;29;0;92;0;0;0;0;8;0;0;0;0
35;35;Bras;4.1;29;0;92;0;0;0;0;8;0;0;0;0
31;31;Panties;4.8;21;0;92;0;0;0;0;8;0;0;0;0
31;31;Panties;4.8;21;0;0;89;0;0;11;0;0;0;0;0
15;15;Panties;4.3;33;0;0;84;0;0;16;0;0;0;0;0
15;15;Panties;4.3;33;0;0;84;0;0;16;0;0;0;0;0
22;22;Panties;0;0;0;0;84;0;0;16;0;0;0;0;0
20;20;Sexy Lingerie;0;0;0;0;90;0;0;10;0;0;0;0;0
38;38;Skin-Tone Lingerie;0;0;0;0;90;0;0;10;0;0;0;0;0
38;38;Skin-Tone Lingerie;0;0;0;0;82;0;0;18;0;0;0;0;0
13;13;Skin-Tone Lingerie;2.8;4;0;0;82;0;0;18;0;0;0;0;0
13;13;Skin-Tone Lingerie;2.8;4;0;0;93;0;0;7;0;0;0;0;0
13;13;Skin-Tone Lingerie;2.8;4;0;0;93;0;0;7;0;0;0;0;0
46;46;Bras;0;0;0;0;0;0;0;5;0;95;0;0;0
46;46;Bras;0;0;0;0;100;0;0;0;0;0;0;0;0
46;46;Bras;0;0;0;0;79;0;0;0;21;0;0;0;0
24;24;Panties;5;2;0;0;79;0;0;0;21;0;0;0;0
62;62;Sexy Lingerie;0;0;0;0;91;0;0;0;9;0;0;0;0
62;62;Sexy Lingerie;0;0;0;0;91;0;0;0;9;0;0;0;0
13;13;Panties;0;0;0;0;91;0;0;0;9;0;0;0;0
13;7.8;Panties;0;0;0;0;88;0;0;12;0;0;0;0;0
46;32.2;Skin-Tone Lingerie;4;1;0;0;89;0;0;0;11;0;0;0;0
46;32.2;Skin-Tone Lingerie;4;1;0;0;89;0;0;0;11;0;0;0;0
60;60;Bras;4.4;171;0;0;65;0;27;8;0;0;0;0;0
60;60;Bras;4.4;171;0;0;65;0;27;8;0;0;0;0;0
60;60;Bras;4.4;171;0;0;65;0;27;8;0;0;0;0;0
32;32;Bridal Lingerie;4.3;7;0;0;65;0;27;8;0;0;0;0;0
18;18;Panties;5;1;0;0;75;0;0;0;25;0;0;0;0
18;18;Panties;5;1;0;0;78;0;0;0;22;0;0;0;0
66;66;Bras;0;0;0;0;78;0;0;0;22;0;0;0;0
66;66;Bras;0;0;0;0;80;0;0;20;0;0;0;0;0
66;66;Bras;0;0;0;0;80;0;0;20;0;0;0;0;0
15;15;Skin-Tone Lingerie;4.2;65;0;0;80;0;0;20;0;0;0;0;0
15;15;Skin-Tone Lingerie;4.2;65;0;0;88;0;0;12;0;0;0;0;0
32;32;Panties;4.6;9;0;0;88;0;0;12;0;0;0;0;0
49;49;Panties;0;0;0;0;72;0;0;28;0;0;0;0;0
49;49;Panties;0;0;0;0;72;0;0;28;0;0;0;0;0
64;38.4;Panties;0;0;0;0;72;0;0;28;0;0;0;0;0
13;13;Skin-Tone Lingerie;2.7;10;0;79;0;0;0;21;0;0;0;0;0
13;13;Skin-Tone Lingerie;2.7;10;0;79;0;0;0;21;0;0;0;0;0
13;13;Skin-Tone Lingerie;2.7;10;0;79;0;0;0;21;0;0;0;0;0
13;13;Skin-Tone Lingerie;2.7;10;0;0;82;0;0;18;0;0;0;0;0
48;48;Skin-Tone Lingerie;0;0;0;0;85;0;0;0;0;0;15;0;0
36;25.2;Bras;0;0;0;0;72;0;0;28;0;0;0;0;0
13;13;Skin-Tone Lingerie;3.2;34;0;96;0;0;0;4;0;0;0;0;0
13;13;Skin-Tone Lingerie;3.2;34;0;96;0;0;0;4;0;0;0;0;0
13;13;Skin-Tone Lingerie;3.2;34;0;0;82;0;0;18;0;0;0;0;0
13;13;Skin-Tone Lingerie;3.2;34;40;0;0;0;30;0;0;0;0;30;0
18;18;Skin-Tone Lingerie;3;2;0;5;81;0;0;14;0;0;0;0;0
28;28;Bras;0;0;0;5;81;0;0;14;0;0;0;0;0
28;28;Bras;0;0;0;5;81;0;0;14;0;0;0;0;0
19;19;Sexy Lingerie;3;5;0;5;81;0;0;14;0;0;0;0;0
19;19;Sexy Lingerie;3;5;0;5;81;0;0;14;0;0;0;0;0
38;38;Skin-Tone Lingerie;4.3;39;0;0;72;0;0;28;0;0;0;0;0
38;38;Skin-Tone Lingerie;4.3;39;0;0;72;0;0;28;0;0;0;0;0
