mrp;price;product_category;rating;review_count;Silk;Cotton;Modal;Nylon;Rayon;Spandex;Elastane;polyester;Viscose;Polyurethane
128;128;Lingerie;0;0;0;0;0;0;90;10;0;0;0;0
128;128;Lingerie;0;0;0;0;0;0;90;10;0;0;0;0
56;56;Collections;0;0;0;100;0;0;0;0;0;0;0;0
86;86;Collections;0;0;0;0;0;0;95;5;0;0;0;0
83;83;Collections;0;0;0;100;0;0;0;0;0;0;0;0
23;23;Thongs;0;0;0;0;0;89;0;11;0;0;0;0
88;88;Collections;0;0;0;0;0;100;0;0;0;0;0;0
88;88;Collections;0;0;0;0;0;100;0;0;0;0;0;0
28;28;Collections;0;0;0;0;0;100;0;0;0;0;0;0
28;28;Collections;0;0;0;0;0;100;0;0;0;0;0;0
28;28;Collections;0;0;0;0;0;100;0;0;0;0;0;0
83;83;Collections;0;0;0;0;0;95;0;5;0;0;0;0
82;82;Collections;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Collections;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Collections;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Collections;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Collections;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Collections;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Collections;0;0;0;0;0;100;0;0;0;0;0;0
52;52;Bras-and-tops;0;0;0;0;0;90;0;10;0;0;0;0
39;39;Collections;0;0;0;0;0;89;0;11;0;0;0;0
53;53;Bras-and-tops;0;0;0;0;95;0;0;5;0;0;0;0
53;53;Bras-and-tops;0;0;0;0;95;0;0;5;0;0;0;0
53;53;Bras-and-tops;0;0;0;0;95;0;0;5;0;0;0;0
89;89;Collections;0;0;0;0;0;90;0;10;0;0;0;0
30;30;Collections;0;0;0;0;0;89;0;11;0;0;0;0
30;30;Collections;0;0;0;0;0;89;0;11;0;0;0;0
30;30;Collections;0;0;0;0;0;89;0;11;0;0;0;0
30;30;Collections;0;0;0;0;0;89;0;11;0;0;0;0
49;49;Panties;0;0;0;0;0;75;25;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Panties;0;0;0;0;0;89;0;11;0;0;0;0
30;30;Panties;0;0;0;0;0;89;0;11;0;0;0;0
30;30;Panties;0;0;0;0;0;89;0;11;0;0;0;0
30;30;Panties;0;0;0;0;0;89;0;11;0;0;0;0
15;15;Panties;0;0;0;0;0;0;0;0;0;100;0;0
36;36;Collections;0;0;0;0;0;72;0;28;0;0;0;0
34;34;Panties;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
40;40;Panties;0;0;0;0;0;89;0;11;0;0;0;0
112;112;Collections;0;0;0;0;0;0;90;10;0;0;0;0
112;112;Collections;0;0;0;0;0;0;90;10;0;0;0;0
140;140;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
140;140;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
18;18;Collections;0;0;0;96;0;0;0;4;0;0;0;0
18;18;Collections;0;0;0;96;0;0;0;4;0;0;0;0
18;18;Collections;0;0;0;96;0;0;0;4;0;0;0;0
79;79;Collections;0;0;0;0;0;100;0;0;0;0;0;0
79;79;Collections;0;0;0;0;0;100;0;0;0;0;0;0
79;79;Collections;0;0;0;0;0;100;0;0;0;0;0;0
79;79;Collections;0;0;0;0;0;100;0;0;0;0;0;0
18;18;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
18;18;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
18;18;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
18;18;Thongs;0;0;0;96;0;0;0;4;0;0;0;0
36;36;Collections;0;0;0;0;0;82;0;18;0;0;0;0
36;36;Collections;0;0;0;0;0;82;0;18;0;0;0;0
98;98;Collections;0;0;0;0;0;0;95;5;0;0;0;0
98;98;Collections;0;0;0;0;0;0;95;5;0;0;0;0
40;40;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
40;40;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
38;38;Collections;0;0;0;0;0;89;0;11;0;0;0;0
72;72;Collections;0;0;0;0;0;100;0;0;0;0;0;0
65;65;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Collections;0;0;0;0;0;94;0;6;0;0;0;0
42;42;Collections;0;0;0;0;0;94;0;6;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
30;30;Panties;0;0;0;0;0;72;0;28;0;0;0;0
69;69;Collections;0;0;0;0;0;79;0;21;0;0;0;0
69;69;Collections;0;0;0;0;0;79;0;21;0;0;0;0
25;25;Collections;0;0;0;0;0;100;0;0;0;0;0;0
29;29;Collections;0;0;0;0;0;100;0;0;0;0;0;0
18;18;Collections;0;0;0;96;0;0;0;4;0;0;0;0
18;18;Collections;0;0;0;96;0;0;0;4;0;0;0;0
18;18;Collections;0;0;0;96;0;0;0;4;0;0;0;0
18;18;Collections;0;0;0;96;0;0;0;4;0;0;0;0
34;34;Panties;0;0;0;0;0;75;25;0;0;0;0;0
135;135;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
135;135;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
135;135;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Collections;0;0;0;0;0;100;0;0;0;0;0;0
38;38;Collections;0;0;0;0;0;75;25;0;0;0;0;0
68;68;Lingerie;0;0;0;100;0;0;0;0;0;0;0;0
68;68;Lingerie;0;0;0;100;0;0;0;0;0;0;0;0
68;68;Lingerie;0;0;0;100;0;0;0;0;0;0;0;0
106;106;Lingerie;0;0;0;100;0;0;0;0;0;0;0;0
106;106;Lingerie;0;0;0;100;0;0;0;0;0;0;0;0
135;135;Collections;0;0;0;0;0;82;0;18;0;0;0;0
39;39;Collections;0;0;0;0;0;79;0;21;0;0;0;0
72;72;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Collections;0;0;0;0;0;77;0;18;0;5;0;0
45;45;Collections;0;0;0;0;0;72;0;28;0;0;0;0
75;75;Collections;0;0;0;0;0;72;0;28;0;0;0;0
75;75;Collections;0;0;0;0;0;72;0;28;0;0;0;0
75;75;Collections;0;0;0;0;0;72;0;28;0;0;0;0
75;75;Collections;0;0;0;0;0;72;0;28;0;0;0;0
32.5;32.5;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32.5;32.5;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32.5;32.5;Collections;0;0;0;0;0;100;0;0;0;0;0;0
50;50;Collections;0;0;0;0;0;90;0;10;0;0;0;0
50;50;Collections;0;0;0;0;0;92;0;8;0;0;0;0
25;25;Collections;0;0;0;0;0;90;0;10;0;0;0;0
68;68;Collections;0;0;0;0;0;72;0;28;0;0;0;0
54;54;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
57;57;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
78;78;Collections;0;0;0;0;0;72;0;28;0;0;0;0
110;110;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
110;110;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
110;110;Collections;0;0;0;0;0;100;0;0;0;0;0;0
110;110;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32.5;32.5;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
60;60;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
72;72;Lingerie;0;0;0;0;0;100;0;0;0;0;0;0
50;50;Collections;0;0;0;0;0;77;0;18;0;5;0;0
32;32;Panties;0;0;0;96;0;0;0;4;0;0;0;0
32;32;Panties;0;0;0;96;0;0;0;4;0;0;0;0
32;32;Panties;0;0;0;96;0;0;0;4;0;0;0;0
32;32;Panties;0;0;0;96;0;0;0;4;0;0;0;0
30;30;Panties;0;0;0;0;0;89;0;11;0;0;0;0
30;30;Panties;0;0;0;0;0;89;0;11;0;0;0;0
30;30;Panties;0;0;0;0;0;89;0;11;0;0;0;0
30;30;Panties;0;0;0;0;0;89;0;11;0;0;0;0
75;75;Collections;0;0;0;0;0;100;0;0;0;0;0;0
29;29;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
47;47;Collections;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Bras-and-tops;0;0;0;0;0;57;30;13;0;0;0;0
53;53;Lingerie;0;0;0;0;0;0;0;0;0;100;0;0
48;48;Bras-and-tops;0;0;0;96;0;0;0;4;0;0;0;0
48;48;Bras-and-tops;0;0;0;96;0;0;0;4;0;0;0;0
84;84;Lingerie;0;0;0;0;0;0;90;10;0;0;0;0
84;84;Lingerie;0;0;0;0;0;0;90;10;0;0;0;0
25;25;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Panties;0;0;0;0;0;94;0;6;0;0;0;0
42;42;Panties;0;0;0;0;0;94;0;6;0;0;0;0
160;160;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
160;160;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
39;39;Panties;0;0;0;0;0;100;0;0;0;0;0;0
45;45;Panties;0;0;0;0;0;72;0;28;0;0;0;0
48;48;Collections;0;0;0;0;0;75;25;0;0;0;0;0
48;48;Collections;0;0;0;0;0;75;25;0;0;0;0;0
48;48;Collections;0;0;0;0;0;75;25;0;0;0;0;0
48;48;Collections;0;0;0;0;0;75;25;0;0;0;0;0
48;48;Collections;0;0;0;0;0;75;25;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
22;22;Collections;0;0;0;0;95;0;0;5;0;0;0;0
22;22;Collections;0;0;0;0;95;0;0;5;0;0;0;0
22;22;Collections;0;0;0;0;95;0;0;5;0;0;0;0
22;22;Collections;0;0;0;0;95;0;0;5;0;0;0;0
22;22;Collections;0;0;0;0;95;0;0;5;0;0;0;0
46;46;Panties;0;0;0;0;0;100;0;0;0;0;0;0
19;19;Thongs;0;0;0;0;0;88;0;12;0;0;0;0
19;19;Thongs;0;0;0;0;0;88;0;12;0;0;0;0
19;19;Thongs;0;0;0;0;0;88;0;12;0;0;0;0
23;23;Collections;0;0;0;0;0;89;0;11;0;0;0;0
39;39;Collections;0;0;0;0;0;100;0;0;0;0;0;0
39;39;Collections;0;0;0;0;0;100;0;0;0;0;0;0
58;58;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
58;58;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
58;58;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
58;58;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Collections;0;0;0;0;0;57;30;13;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
20;20;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Collections;0;0;0;0;0;0;95;5;0;0;0;0
34;34;Collections;0;0;0;0;0;0;95;5;0;0;0;0
34;34;Collections;0;0;0;0;0;0;95;5;0;0;0;0
34;34;Collections;0;0;0;0;0;0;95;5;0;0;0;0
34;34;Collections;0;0;0;0;0;0;95;5;0;0;0;0
34;34;Collections;0;0;0;0;0;0;95;5;0;0;0;0
44;44;Collections;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Panties;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Panties;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Panties;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Panties;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Panties;0;0;0;0;0;100;0;0;0;0;0;0
49;49;Collections;0;0;0;0;0;82;0;18;0;0;0;0
49;49;Collections;0;0;0;0;0;82;0;18;0;0;0;0
49;49;Collections;0;0;0;0;0;82;0;18;0;0;0;0
39;39;Panties;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
65;65;Collections;0;0;0;0;0;100;0;0;0;0;0;0
32;32;Collections;0;0;0;0;0;100;0;0;0;0;0;0
68;68;Lingerie;0;0;0;0;0;0;90;10;0;0;0;0
68;68;Lingerie;0;0;0;0;0;0;90;10;0;0;0;0
39;39;Panties;0;0;0;0;0;100;0;0;0;0;0;0
49;49;Collections;0;0;0;0;0;82;0;18;0;0;0;0
49;49;Collections;0;0;0;0;0;82;0;18;0;0;0;0
49;49;Collections;0;0;0;0;0;82;0;18;0;0;0;0
32;32;Panties;0;0;0;0;0;100;0;0;0;0;0;0
72;72;Collections;0;0;0;0;0;75;25;0;0;0;0;0
54;54;Collections;0;0;0;0;0;100;0;0;0;0;0;0
60;60;Collections;0;0;0;0;0;100;0;0;0;0;0;0
60;60;Collections;0;0;0;0;0;100;0;0;0;0;0;0
30;30;Collections;0;0;0;0;0;95;0;5;0;0;0;0
30;30;Collections;0;0;0;0;0;95;0;5;0;0;0;0
30;30;Collections;0;0;0;0;0;100;0;0;0;0;0;0
27;27;Thongs;0;0;0;0;0;72;0;28;0;0;0;0
34;34;Panties;0;0;0;0;0;100;0;0;0;0;0;0
34;34;Panties;0;0;0;0;0;100;0;0;0;0;0;0
54;54;Collections;0;0;0;0;0;100;0;0;0;0;0;0
39;39;Panties;0;0;0;0;0;100;0;0;0;0;0;0
27;27;Collections;0;0;0;0;0;88;0;12;0;0;0;0
39;39;Collections;0;0;0;0;0;100;0;0;0;0;0;0
59;59;Collections;0;0;0;0;0;72;0;28;0;0;0;0
53;53;Bras-and-tops;0;0;0;0;0;72;0;28;0;0;0;0
36;36;Collections;0;0;0;0;0;89;0;11;0;0;0;0
42;42;Collections;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Collections;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Collections;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Collections;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Collections;0;0;0;0;0;100;0;0;0;0;0;0
42;42;Collections;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
64;64;Thongs;0;0;0;0;0;100;0;0;0;0;0;0
39;39;Collections;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
46;46;Bras-and-tops;0;0;0;0;0;100;0;0;0;0;0;0
18;18;Collections;0;0;0;0;0;88;0;12;0;0;0;0
18;18;Collections;0;0;0;0;0;88;0;12;0;0;0;0
18;18;Collections;0;0;0;0;0;88;0;12;0;0;0;0
53;53;Collections;0;0;0;0;0;0;0;0;0;100;0;0
34;34;Collections;0;0;0;0;0;72;0;28;0;0;0;0
25;25;Thongs;0;0;0;0;0;90;0;10;0;0;0;0
48;48;Panties;0;0;0;0;95;0;0;5;0;0;0;0
33;33;Collections;0;0;0;0;0;100;0;0;0;0;0;0
33;33;Collections;0;0;0;0;0;100;0;0;0;0;0;0
33;33;Collections;0;0;0;0;0;100;0;0;0;0;0;0
22;22;Thongs;0;0;0;0;0;72;0;28;0;0;0;0
22;22;Thongs;0;0;0;0;0;72;0;28;0;0;0;0
22;22;Thongs;0;0;0;0;0;72;0;28;0;0;0;0
22;22;Thongs;0;0;0;0;0;72;0;28;0;0;0;0
22;22;Thongs;0;0;0;0;0;72;0;28;0;0;0;0
54;54;Collections;0;0;0;0;0;75;25;0;0;0;0;0
54;54;Collections;0;0;0;0;0;75;25;0;0;0;0;0
54;54;Collections;0;0;0;0;0;75;25;0;0;0;0;0
54;54;Collections;0;0;0;0;0;75;25;0;0;0;0;0
54;54;Collections;0;0;0;0;0;75;25;0;0;0;0;0
54;54;Collections;0;0;0;0;0;75;25;0;0;0;0;0
54;54;Collections;0;0;0;0;0;75;25;0;0;0;0;0
